comment,cleaned_text,label,confidence
උඩුවේ හිමිගේ යකඩ කටට නඩු URL #News #LKA,උඩුවේ හිමිගේ යකඩ කටට නඩු උර්ල් #News ලක,Harassment,0.9634
"උතාවියේත් හොලු ..... !  එක එක ජාතියේ හොලු...කම්බ හොලු,හලක් හොලු,රත් රන් හොලු,පිං කැත හොලු, කෙහෙල් හොලු,ජාල... URL","උතාවියේත් හොලු ..... ! එක එක ජාතියේ හොලු...කම්බ හොලු,හලක් හොලු,රත් රන් හොලු,පිං කැත හොලු, කෙහෙල් හොලු,ජාල... උර්ල්",Harassment,0.9868
උතුම් මවුපදවියටත් නිග්‍රහ කරන උබ වගේ උන්ගේ බඩට අවජාතක ලෙස ලමයි ආවේ #SriLanka අවාසනාවට. ඇග විකුනන් නැතුව ජීවත් වෙන්න මවු කෙනෙක් ලෙස. URL This Tweet is unavailable.,උතුම් මවුපදවියටත් නිග්‍රහ කරන උබ වගේ උන්ගේ බඩට අවජාතක ලෙස ලමයි ආවේ ශ්‍රීලංකා අවාසනාවට. ඇග විකුනන් නැතුව ජීවත් වෙන්න මවු කෙනෙක් ලෙස. උර්ල් This Tweet ඉස unavailable.,Harassment,0.9839
@USER උද්ඝෝෂණ කරන උන්ට covid හැදිලා මැරිලා ගියා දෙන්.. රටටවත් සෙතක් වේවි,උද්ඝෝෂණ කරන උන්ට covid හැදිලා මැරිලා ගියා දෙන්.. රටටවත් සෙතක් වේවි,Harassment,0.936
උදේට බඩ falt.. හවස් වෙද්දි බබෙක් හුම්බෙන්න වගේ බඩ.. කරුම ජීවිත හෆ්ෆා,උදේට බඩ ඵල්ට් හවස් වෙද්දි බබෙක් හුම්බෙන්න වගේ බඩ.. කරුම ජීවිත හෆ්ෆා,Harassment,0.9541
@USER @USER  උන් ඔක්කොම professional බඩු කාරයෝ උනාට උඹ කොලුකාරයා තමයි චාමර!,උන් ඔක්කොම professional බඩු කාරයෝ උනාට උඹ කොලුකාරයා තමයි චාමර!,Harassment,0.9648
"@USER උන් ළමයටත් රණ්ඩු වෙයි නේ ""මූ මගේ එග් එකෙන් ආවේ, උඹේ එග් එකෙන් ආවට මගේ ස්පර්ම් එකත් තිබ්බා යකෝ, තොගේ ස්පර්ම් තිබ්බට හැදුණේ මගේ බඩේනේ"" වගේ","උන් ළමයටත් රණ්ඩු වෙයි නේ ""මූ මගේ එග් එකෙන් ආවේ, උඹේ එග් එකෙන් ආවට මගේ ස්පර්ම් එකත් තිබ්බා යකෝ, තොගේ ස්පර්ම් තිබ්බට හැදුණේ මගේ බඩේනේ"" වගේ",Harassment,0.9194
@USER  @USER උන්ට ගානක් නෑ. කෙලලා අරිනව අම්ම මුත්තා උන්නත්.,උන්ට ගානක් නෑ. කෙලලා අරිනව අම්ම මුත්තා උන්නත්.,Harassment,0.957
@USER උන්ට තමයි සල්ලාලයො කියන්නෙ. එහෙම තමයි ලංකාවෙ කැරි පොන්න වේසිගෙ පුතාල ඉන්න තාක්කල් ඔවගේ ගොඩ යෑමක් නෑ,උන්ට තමයි සල්ලාලයො කියන්නෙ. එහෙම තමයි ලංකාවෙ කැරි පොන්න වේසිගෙ පුතාල ඉන්න තාක්කල් ඔවගේ ගොඩ යෑමක් නෑ,Harassment,0.9482
@USER  @USER    උබ අපේ රටට  මොකක්ද කලේ කලාවත් කෑව සමාජෙත් කෑව පොන්න හිගන්න.අන්තිමට තොගෙ ගෑනිත් ගියා තෝ මානසික අසහන කාරයෙක් කියල. අනුන්ගෙ පුකේ ගද හොයන්න කලින් තමන්ගෙ පුකේ ඇගිල්ල ගහල බලපන් සාඩිං බයිය.,උබ අපේ රටට මොකක්ද කලේ කලාවත් කෑව සමාජෙත් කෑව පොන්න හිගන්න.අන්තිමට තොගෙ ගෑනිත් ගියා තෝ මානසික අසහන කාරයෙක් කියල. අනුන්ගෙ පුකේ ගද හොයන්න කලින් තමන්ගෙ පුකේ ඇගිල්ල ගහල බලපන් සාඩිං බයිය.,Harassment,0.981
@USER උබ ඒකි ගැන හොයනවා හොදටම මදි බන්..එකි වටේ ය්නව,උබ ඒකි ගැන හොයනවා හොදටම මදි බන්..එකි වටේ ය්නව,Harassment,0.9512
@USER උබ කෙලෝ ගනින් පයිය කොට තම්බින්ට කියලා හුත්තියෝ,උබ කෙලෝ ගනින් පයිය කොට තම්බින්ට කියලා හුත්තියෝ,Harassment,0.9868
උබ දන්නවාද මගේ ඉපදුන ගම .. එකවත් දන්නැතුවද තෝ කන්නේ මගේ නම .. දවසක අහුඋනොතින් තෝව අතර මග ... උඩ ඉදං යටටම මම ගහනවා තෝව හම ...,උබ දන්නවාද මගේ ඉපදුන ගම .. එකවත් දන්නැතුවද තෝ කන්නේ මගේ නම .. දවසක අහුඋනොතින් තෝව අතර මග ... උඩ ඉදං යටටම මම ගහනවා තෝව හම ...,Harassment,0.9668
"@USER @USER  උබ නම් මාර  හුරතල් බන්,,පට්ට අතල් එකක් දුන්නේ,,මහින්දවත් ඔය වගේ පොන්න  ආතල්  දුන්නේ නැ  ඔයි ,,දැන් ඇට  දෙක කටේ දා  ගෙන කාපන් ,,","උබ නම් මාර හුරතල් බන්,,පට්ට අතල් එකක් දුන්නේ,,මහින්දවත් ඔය වගේ පොන්න ආතල් දුන්නේ නැ ඔයි ,,දැන් ඇට දෙක කටේ දා ගෙන කාපන් ,,",Harassment,0.9067
උබ පුක දුන්නොත් උබට අරිනවා,උබ පුක දුන්නොත් උබට අරිනවා,Harassment,0.98
@USER උබ මොකෙක්ද බන් .ඇයි බන් මෝඩකම ප්‍රදර්ශනේ කරන්නෙ. උබ මහ ගෝතයෙක් හුත්තො .කොන්දක් පන නැති පොන්නයෙක් වෙන්න එපා .තොව වදපු අම්මටත් තෝ බරක් වෙන්න එප හුත්තො .වේස වැඩ කරන්නෙ නැතුව හිටහන් හුකන්නෙ .උබව දිරව්නනෙ නෑ හුත්ට්ගො .තො පකෝ දැන දැන ගොන් බඩුවක් වෙන්න එපා පකෝ .වේස බල්ල .,උබ මොකෙක්ද බන් .ඇයි බන් මෝඩකම ප්‍රදර්ශනේ කරන්නෙ. උබ මහ ගෝතයෙක් හුත්තො .කොන්දක් පන නැති පොන්නයෙක් වෙන්න එපා .තොව වදපු අම්මටත් තෝ බරක් වෙන්න එප හුත්තො .වේස වැඩ කරන්නෙ නැතුව හිටහන් හුකන්නෙ .උබව දිරව්නනෙ නෑ හුත්ට්ගො .තො පකෝ දැන දැන ගොන් බඩුවක් වෙන්න එපා පකෝ .වේස බල්ල .,Harassment,0.9854
"@USER උබ වගේ අවජාතක නපුංසකයෙක්ට විතරයි ජාතිවාදී තම්බියන් අනුමත කරන්න පුලුවන්. උබේ තාත්තාගේ සමරවීර නම වෙනස් කරගනින්. අපරාදේ, අර මහානාම කියන වැදගත් දෙශපාලකයා සරමේ පිහදා ගත්තානම් මෙහෙම කතාකරන්න වෙන්නේ නැහැ. ලැජ්ජාවක් කියලා  තියෙනවානම් ආයේ මාතර පැත්තේ එහෙම එනවා නෙවෙයි. අවමoගලම් මොහොමඩ්","උබ වගේ අවජාතක නපුංසකයෙක්ට විතරයි ජාතිවාදී තම්බියන් අනුමත කරන්න පුලුවන්. උබේ තාත්තාගේ සමරවීර නම වෙනස් කරගනින්. අපරාදේ, අර මහානාම කියන වැදගත් දෙශපාලකයා සරමේ පිහදා ගත්තානම් මෙහෙම කතාකරන්න වෙන්නේ නැහැ. ලැජ්ජාවක් කියලා තියෙනවානම් ආයේ මාතර පැත්තේ එහෙම එනවා නෙවෙයි. අවමoගලම් මොහොමඩ්",Harassment,0.9399
@USER උබ වගේ පොන්න යක්කුන්ට රිප්ලයි කරන්න වෙලාවක් මට නෑ බන්.. උබේ පුස් කාපු ඇට දෙකේ ගලක් එල්ලන් මූදට පැනපන්.. ඕව තිබුනත් වැඩක් නෑනෙ.. උබල වගේ උන් මේ රටට බරක්.. ඒ නිසා අපිට පව් නොදී මැරියන්..,උබ වගේ පොන්න යක්කුන්ට රිප්ලයි කරන්න වෙලාවක් මට නෑ බන්.. උබේ පුස් කාපු ඇට දෙකේ ගලක් එල්ලන් මූදට පැනපන්.. ඕව තිබුනත් වැඩක් නෑනෙ.. උබල වගේ උන් මේ රටට බරක්.. ඒ නිසා අපිට පව් නොදී මැරියන්..,Harassment,0.9492
උබ හෙන හතම වැදිල මැරිලම පලයන් හිටන්.......,උබ හෙන හතම වැදිල මැරිලම පලයන් හිටන්.......,Harassment,0.9414
@USER උබට තිබුනත් පයිය ඕකෙන් වැඩක් තියෙනවද පකො . බඩුවත් එනවද තොගෙ එකෙන් චූ නම් යනව ඇති,උබට තිබුනත් පයිය ඕකෙන් වැඩක් තියෙනවද පකො . බඩුවත් එනවද තොගෙ එකෙන් චූ නම් යනව ඇති,Harassment,0.981
@USER උබට නම් මන් ගල උඩ තියල අරින්නේ. #hashtagbada,උබට නම් මන් ගල උඩ තියල අරින්නේ. හෂ්ටග්බද,Harassment,0.9678
උබට මොන වාසි තිබ්බ අම්ම නංගි එක්ක shopping යන්න එපා ! මම මේ විඳවන ගමන්,උබට මොන වාසි තිබ්බ අම්ම නංගි එක්ක shopping යන්න එපා ! මම මේ විඳවන ගමන්,Harassment,0.9429
@USER  @USER  උබනම් අවජාතක නෑ මගේ බඩු කාල හැදුනු එකානෙ   @USER,උබනම් අවජාතක නෑ මගේ බඩු කාල හැදුනු එකානෙ,Harassment,0.978
උබල කන ඒවයි රෙන ඒවයි photo ගහල මට tag කරන්න එපා යකෝ..උබ මොන මහත්තය උනත් උබව unfriend කරනව මන්.එච්චරයි...,උබල කන ඒවයි රෙන ඒවයි photo ගහල මට tag කරන්න එපා යකෝ..උබ මොන මහත්තය උනත් උබව unfriend කරනව මන්.එච්චරයි...,Harassment,0.9482
@USER උබලැ අම්මගේ දාර කිම්බෙන් ... අනේ මුස්ලිම් ඌරැ වෙසිය‍ේ තොගේ කිම්බට ඌරැ තේල් දාලා හුකන්නේ කිම්බ කුණුවෙලා යන්න දැනගනින් පට්ට වෙසි තොගේ පුකට ඌරැ තේල් බිංදුවක් දාලා පුකේ අරින්නෙ රෙනකොට ඌරැ පැටව් වැටෙන්න දැනගනින් කැරි වෙසි ඉස්ස‍ේල්ලා කිම්බේ ගඳ යවාගනින් හොදට නාලා කැරි හම්බ වෙසි,උබලැ අම්මගේ දාර කිම්බෙන් ... අනේ මුස්ලිම් ඌරැ වෙසිය‍ේ තොගේ කිම්බට ඌරැ තේල් දාලා හුකන්නේ කිම්බ කුණුවෙලා යන්න දැනගනින් පට්ට වෙසි තොගේ පුකට ඌරැ තේල් බිංදුවක් දාලා පුකේ අරින්නෙ රෙනකොට ඌරැ පැටව් වැටෙන්න දැනගනින් කැරි වෙසි ඉස්ස‍ේල්ලා කිම්බේ ගඳ යවාගනින් හොදට නාලා කැරි හම්බ වෙසි,Harassment,0.9893
උබව හදාගත්තට වඩා හොදයි යකෝ මීහරකෙක් හදාගත්තා නම්.   -අම්මා- — feeling proud,උබව හදාගත්තට වඩා හොදයි යකෝ මීහරකෙක් හදාගත්තා නම්. -අම්මා- — feeling ප්රෝඋඩ්,Harassment,0.9399
උබේ twitter feed එක දැක්කොත් කෙල්ලෙක් කියා බල්ලෙක්වත් තොට බහ දෙන එකක් නෑ,උබේ twitter feed එක දැක්කොත් කෙල්ලෙක් කියා බල්ලෙක්වත් තොට බහ දෙන එකක් නෑ,Harassment,0.9175
@USER උබේ අම්මට බල්ලෝ හුකල තමයි තෝ වගේ කාලකණ්ණියෙක් හදලා තියෙන්නේ..,උබේ අම්මට බල්ලෝ හුකල තමයි තෝ වගේ කාලකණ්ණියෙක් හදලා තියෙන්නේ..,Harassment,0.9883
"@USER  @USER උබේ අම්මා තාත්තා Ambulance එකක යන දවසක, උබේ ගෑනිට විලි රැදාව හැදුනු දවසක, උබේ ලමයෙක් අසනීප උන දවසක උබ මේ තැන හිටිය නම්, කියපු දෙවල් වලට කියවපු හැම එකාම සාප කරයි…","උබේ අම්මා තාත්තා Ambulance එකක යන දවසක, උබේ ගෑනිට විලි රැදාව හැදුනු දවසක, උබේ ලමයෙක් අසනීප උන දවසක උබ මේ තැන හිටිය නම්, කියපු දෙවල් වලට කියවපු හැම එකාම සාප කරයි…",Harassment,0.9048
උබේ අම්මාගේ රස්‍තියාදුව කියල ගහලා පොතක් ලියපන් අවජාතක  පො.$&@ යෝ URL,උබේ අම්මාගේ රස්‍තියාදුව කියල ගහලා පොතක් ලියපන් අවජාතක පො.$&@ යෝ උර්ල්,Harassment,0.9175
@USER @USER  උබේ ඇගේ තියෙන්නේ බල මාළුද.පරිස්සමෙන් පලයන්.බලල්ලු කාවි,උබේ ඇගේ තියෙන්නේ බල මාළුද.පරිස්සමෙන් පලයන්.බලල්ලු කාවි,Harassment,0.9624
@USER උබේ කටට දෙන්න ඕන් මට !,උබේ කටට දෙන්න ඕන් මට !,Harassment,0.939
@USER උබේ කටට මසුරං දාන්න ඕන බම්.මට කියන්න ඕනෙ උනෙත් ඕකම තමා,උබේ කටට මසුරං දාන්න ඕන බම්.මට කියන්න ඕනෙ උනෙත් ඕකම තමා,Harassment,0.9536
@USER උබේ ගල මට දියං බොර ගහලා පුරුරවලා තප්පේ බැද ගන්න.,උබේ ගල මට දියං බොර ගහලා පුරුරවලා තප්පේ බැද ගන්න.,Harassment,0.9116
@USER උබේ පුක තරම් ලොකු නෑ,උබේ පුක තරම් ලොකු නෑ,Harassment,0.9175
@USER  @USER උබේ පුක තියෙන තැනවත් දන්නැතුව අනුන්ගේ පුකවල් හොයන්නැතුව ඉන්න,උබේ පුක තියෙන තැනවත් දන්නැතුව අනුන්ගේ පුකවල් හොයන්නැතුව ඉන්න,Harassment,0.9775
@USER  @USER උබේ පුකේ ඉත්තෑවෙක් ඉන්නවද.. ඉන්නවනම් අටපට්ටමට දාමු පුක..,උබේ පුකේ ඉත්තෑවෙක් ඉන්නවද.. ඉන්නවනම් අටපට්ටමට දාමු පුක..,Harassment,0.9844
@USER  @USER උබේ බඩුව එක්ක වැඩ ඉවර ද,උබේ බඩුව එක්ක වැඩ ඉවර ද,Harassment,0.9834
"@USER  @USER    උබේ මේ ගොබ්බ ආතල් හොදයි ඕලෙවල් පොඩි එවුන්ට.ගෝටට දෙන්න හිතන් ඉන්න vote එක දෙන්නෙත් නෑ තෝ හින්ද.sean kingston,Kurupt,Soulja boy දන්නවනම් මූ මෙච්චර පීචන් එකෙක් කියල පුකට පයින් ගහන්නෙ.",උබේ මේ ගොබ්බ ආතල් හොදයි ඕලෙවල් පොඩි එවුන්ට.ගෝටට දෙන්න හිතන් ඉන්න vote එක දෙන්නෙත් නෑ තෝ හින්ද.sean කිඞ්ස්තොන්කුරුප්ත්සෞල්ජ boy දන්නවනම් මූ මෙච්චර පීචන් එකෙක් කියල පුකට පයින් ගහන්නෙ.,Harassment,0.9429
"@USER  @USER උබේ හොදට කියන්නේ ,නැත්තම් උබට පිස්සු බලු රෝගේ හැදෙයි","උබේ හොදට කියන්නේ ,නැත්තම් උබට පිස්සු බලු රෝගේ හැදෙයි",Harassment,0.9692
"@USER උම්බ ඒකට කියන්නේ පුක දෙනවා කියලාද? අනික මගෙ පුක එකිට දෙන්න ඒකි කොල්ලෝ ගහනවාද?අනික කොහෙවත් යන එවුන් මට පලල් කරන්න ඕනත් නෑ... මේකේ ඉන්න ඔයිට වඩා කෑලි මට පලල් කරලත් තියෙනවා, තෝ වගේ රිලා පැටියෙක්ට පලල් කරේ නැති උනාට..","උම්බ ඒකට කියන්නේ පුක දෙනවා කියලාද? අනික මගෙ පුක එකිට දෙන්න ඒකි කොල්ලෝ ගහනවාද?අනික කොහෙවත් යන එවුන් මට පලල් කරන්න ඕනත් නෑ... මේකේ ඉන්න ඔයිට වඩා කෑලි මට පලල් කරලත් තියෙනවා, තෝ වගේ රිලා පැටියෙක්ට පලල් කරේ නැති උනාට..",Harassment,0.9863
@USER  @USER උමේස් අයියා මේ වහ කුප්පියේ මූඩිය තද වෙලා.මූඩිය ඇරලා දියන් කටට හලාගන්න,උමේස් අයියා මේ වහ කුප්පියේ මූඩිය තද වෙලා.මූඩිය ඇරලා දියන් කටට හලාගන්න,Harassment,0.9321
"උඹ ,  කෝපිඇස් වලින් රවාගෙන කටත් උල්කරගෙන "" බටූඌඌස් මෙහෙ එනව.. අල්ලගන්න හිටියෙ මං "" කියද්දි මරු...  එතකොට මට ""අනේඒඒඒඒ "" කියවුණාම ,  "" ඕක අර හැමදාම කියන මෝඩ අනේ එක නේද මෝඩයො "" කියල උඹ අහල කට කොනෙන් හිනාවෙද්දි...  හෙහේ... මගෙ හිතට දැනෙන ඒ සතුට.. ඒක ඊට වඩා මරු   #නිකන්_හිතුණා","උඹ , කෝපිඇස් වලින් රවාගෙන කටත් උල්කරගෙන "" බටූඌඌස් මෙහෙ එනව.. අල්ලගන්න හිටියෙ මං "" කියද්දි මරු... එතකොට මට ""අනේඒඒඒඒ "" කියවුණාම , "" ඕක අර හැමදාම කියන මෝඩ අනේ එක නේද මෝඩයො "" කියල උඹ අහල කට කොනෙන් හිනාවෙද්දි... හෙහේ... මගෙ හිතට දැනෙන ඒ සතුට.. ඒක ඊට වඩා මරු #නිකන්_හිතුණා",Harassment,0.9189
@USER @USER උඹ lucky නෙවෙයි... unlucky .. කොල තමා උඹට කන්න වෙන්නෙ හැමදාම.  @USER,උඹ lucky නෙවෙයි... unlucky .. කොල තමා උඹට කන්න වෙන්නෙ හැමදාම.,Harassment,0.9795
@USER  @USER @USER  උඹ අනෙකුත් අයට ඇගිල්ල දික්කරගන්න ඉස්සෙල්ලා පොන්නයෙක් වගේ හැසිරෙන එක නවත්වපන්. තෝව වදාපු දෙමව්පියන්ටත් නිගාකරන සක්කිලියෙක් තෝ.,උඹ අනෙකුත් අයට ඇගිල්ල දික්කරගන්න ඉස්සෙල්ලා පොන්නයෙක් වගේ හැසිරෙන එක නවත්වපන්. තෝව වදාපු දෙමව්පියන්ටත් නිගාකරන සක්කිලියෙක් තෝ.,Harassment,0.9819
"උඹ ආදරේ කරපු කෙල්ල වෙන එකෙක් එක්ක පැය ගානක් call කරද්දි, උඹ එක්ක busy උන, ඒකිගේ phone එක අද උඹට busy වෙද්දි, උඹයි ඒකී දැකපු හීන අද ඒකී වෙන එකෙක් එක්ක දකිද්දි , අද උඹ තනියම විදවනවා නේද, ඒකි යන එන තැන් දිහා බලාගෙන,... URL","උඹ ආදරේ කරපු කෙල්ල වෙන එකෙක් එක්ක පැය ගානක් call කරද්දි, උඹ එක්ක busy උන, ඒකිගේ phone එක අද උඹට busy වෙද්දි, උඹයි ඒකී දැකපු හීන අද ඒකී වෙන එකෙක් එක්ක දකිද්දි , අද උඹ තනියම විදවනවා නේද, ඒකි යන එන තැන් දිහා බලාගෙන,... උර්ල්",Harassment,0.9272
@USER  @USER උඹ ඉතින් ගෑණුන්ගේ හුත්තවල් පෙන්නලා ජනප්‍රිය උන පොන්නයා නේද?උඹේ sis ව නාමල්ට විකුණනලා කියක් හරි හොයා ගනින් තව,උඹ ඉතින් ගෑණුන්ගේ හුත්තවල් පෙන්නලා ජනප්‍රිය උන පොන්නයා නේද?උඹේ sis ව නාමල්ට විකුණනලා කියක් හරි හොයා ගනින් තව,Harassment,0.9785
"උඹ ඊණයක් වඝේ... හාඬූ වැත්සක් අරඞ... ෂිළි යාණ අඩ්ඩරඨ වී... වැථි ""රෙන්න"" එඵා ෂයණේ... මම සථ්සාමික්ඛය් ස්‍යාමී...","උඹ ඊණයක් වඝේ... හාඬූ වැත්සක් අරඞ... ෂිළි යාණ අඩ්ඩරඨ වී... වැථි ""රෙන්න"" එඵා ෂයණේ... මම සථ්සාමික්ඛය් ස්‍යාමී...",Harassment,0.9473
උඹ උඹ වගේ වෙන්න එපා සිරිමල් වගේ වියන් මොකද උඹ උඹම වෙලා නප්පෙටම කෙලකරගෙන ඉන්නේ කියලා දන්නා ඒකයි කියන්නේ උඹේ හොදට.. සිරිමල් වගේ වියන් :3,උඹ උඹ වගේ වෙන්න එපා සිරිමල් වගේ වියන් මොකද උඹ උඹම වෙලා නප්පෙටම කෙලකරගෙන ඉන්නේ කියලා දන්නා ඒකයි කියන්නේ උඹේ හොදට.. සිරිමල් වගේ වියන් :3,Harassment,0.9312
උඹ ඒකිට විෂ් කරාද……….ඔව්  ඒකි උඹට විෂ් කරාද………. නෑ  ඒකට තමා යකෝ පු# දෙනවා කියන්නේ,උඹ ඒකිට විෂ් කරාද……….ඔව් ඒකි උඹට විෂ් කරාද………. නෑ ඒකට තමා යකෝ පු# දෙනවා කියන්නේ,Harassment,0.9458
"උඹ ඒකීව හිර කරන් ඇති... වී ගෝනියක් උඩින් හොඳ ගෝනී නූලෙන් මහලා වගේ එළියට නොයෙන්න...  ඒත් උඹට අමතක උනා...  පොඩි කට්ටකින් ඇන්නත්, කිටි කිටියේ හිර උන  වී ඇට ටික එලියට පැනගෙන එනවා වගේ හිර කරන් පරිස්සන් කරන එවුන් පොඩි ආගන්තුක ඉඟියටත් වහ වැටෙන වග..","උඹ ඒකීව හිර කරන් ඇති... වී ගෝනියක් උඩින් හොඳ ගෝනී නූලෙන් මහලා වගේ එළියට නොයෙන්න... ඒත් උඹට අමතක උනා... පොඩි කට්ටකින් ඇන්නත්, කිටි කිටියේ හිර උන වී ඇට ටික එලියට පැනගෙන එනවා වගේ හිර කරන් පරිස්සන් කරන එවුන් පොඩි ආගන්තුක ඉඟියටත් වහ වැටෙන වග..",Harassment,0.9038
@USER උඹ ඔය වාඩිවෙලා ඉන්නේ කරත්තෙකද? ඒකේ ඉන්න ගොනාගේ වල්ගේ උස්සලා පුපට ගහපං,උඹ ඔය වාඩිවෙලා ඉන්නේ කරත්තෙකද? ඒකේ ඉන්න ගොනාගේ වල්ගේ උස්සලා පුපට ගහපං,Harassment,0.9482
"@USER උඹ ඕව juice කරන්නේ , තෝ වගේ එවුන් තමයි ඇවිල්ලා ගෙඩි කොලයි ඔක්කොම කාල ගහත් කඩලා යන්නේ තිරිසන් හැත්ත","උඹ ඕව juice කරන්නේ , තෝ වගේ එවුන් තමයි ඇවිල්ලා ගෙඩි කොලයි ඔක්කොම කාල ගහත් කඩලා යන්නේ තිරිසන් හැත්ත",Harassment,0.9624
@USER @USER  උඹ කන කන ගුලියක් ගානෙ දවස් 7ක්ම බඩ පල. ඒස්වා පොහ්!!,උඹ කන කන ගුලියක් ගානෙ දවස් 7ක්ම බඩ පල. ඒස්වා පොහ්!!,Harassment,0.9517
උඹ කරන එකක් කරන් පලයන් නංගී මූගේ ජාතකේ අවුලක් තියෙනවා,උඹ කරන එකක් කරන් පලයන් නංගී මූගේ ජාතකේ අවුලක් තියෙනවා,Harassment,0.9409
උඹ කවදාහරි බැඳපන්....  බැඳල හුකන්නෙත් .. ඒකි එක්ක ඉන්නෙත් උඹනං...තෝ මට ඕනි එක බඳින්න ඕනිද යකෝ ?,උඹ කවදාහරි බැඳපන්.... බැඳල හුකන්නෙත් .. ඒකි එක්ක ඉන්නෙත් උඹනං...තෝ මට ඕනි එක බඳින්න ඕනිද යකෝ ?,Harassment,0.9873
@USER උඹ කියන විදිහට CWC ඉවරවෙද්දී උගේ පුක නෑ,උඹ කියන විදිහට ක්ව්ක ඉවරවෙද්දී උගේ පුක නෑ,Harassment,0.9438
@USER @USER උඹ කියන්නෙ මට ඌ වටේට පිඹුරෙක් වගෙ වෙලිල එතිල ඉන්ඩ කියලද,උඹ කියන්නෙ මට ඌ වටේට පිඹුරෙක් වගෙ වෙලිල එතිල ඉන්ඩ කියලද,Harassment,0.9429
@USER  @USER උඹ කිව්වටපස්සේ අන්ෆලෝ කොරන්න දෙපාරක් හිතුවේ නෑ පකිස් බූරුවව... නෙදකින් මේ වගේ අවජාතක පොන්න පක්කු,උඹ කිව්වටපස්සේ අන්ෆලෝ කොරන්න දෙපාරක් හිතුවේ නෑ පකිස් බූරුවව... නෙදකින් මේ වගේ අවජාතක පොන්න පක්කු,Harassment,0.9761
@USER @USER  උඹ කොකිසක් අතේ තියන් නහර ටික පේන්න photo එකක් ගහන් හිටහන්  @USER  @USER  @USER  @USER  @USER,උඹ කොකිසක් අතේ තියන් නහර ටික පේන්න photo එකක් ගහන් හිටහන්,Harassment,0.9453
@USER  උඹ තාම මාලුව අල්ල අල්ල ඉන්නවද?,උඹ තාම මාලුව අල්ල අල්ල ඉන්නවද?,Harassment,0.9487
@USER  @USER උඹ දන්න තරම තමා ඌ කැරිම බොරු කාරයෙක්...! ඔතන වෙලාවට උගෙන් බඩු කොච්චර දැම්මද අහපන් ඕකා කියන්නෙ හෙන පොඩ්ඩයි කියලා ඒ උනාට වදින්නෙ දොඹෙන් යන්න  (දැන් උඹ බඩු කියන කෑල්ල අල්ලගන්න එපා),උඹ දන්න තරම තමා ඌ කැරිම බොරු කාරයෙක්...! ඔතන වෙලාවට උගෙන් බඩු කොච්චර දැම්මද අහපන් ඕකා කියන්නෙ හෙන පොඩ්ඩයි කියලා ඒ උනාට වදින්නෙ දොඹෙන් යන්න (දැන් උඹ බඩු කියන කෑල්ල අල්ලගන්න එපා),Harassment,0.9312
"@USER  @USER    උඹ දන්නවද මැට්ටෝ  Sri Lankan citizen කියන එකේ තේරුම? මීහරකෝ නිදහස් අධ්‍යාපනයේ පියා කන්නංගර ගෙදර යවන්න මුල් වුනේ මොන අවජාතක බල්ලොද කියලා ගිහින් අහපිය තොු කඩේ යන සක්කිලියන්ගෙන්! පුරවැසියා කඩේ යනිනේ රටට , තොපි වගේ අශුචි කන බල්ලෝ කඩේ යන්නේ කමිබා හොරුන්ට! පල යන්ට මැට්ටා!","උඹ දන්නවද මැට්ටෝ Sri ලන්කන් citizen කියන එකේ තේරුම? මීහරකෝ නිදහස් අධ්‍යාපනයේ පියා කන්නංගර ගෙදර යවන්න මුල් වුනේ මොන අවජාතක බල්ලොද කියලා ගිහින් අහපිය තොු කඩේ යන සක්කිලියන්ගෙන්! පුරවැසියා කඩේ යනිනේ රටට , තොපි වගේ අශුචි කන බල්ලෝ කඩේ යන්නේ කමිබා හොරුන්ට! පල යන්ට මැට්ටා!",Harassment,0.9536
උඹ දැන් උඹේ බඩුව නැති කරගන්න හදන්නේ,උඹ දැන් උඹේ බඩුව නැති කරගන්න හදන්නේ,Harassment,0.9683
@USER උඹ දැන් ගහගන්න හදන්නේ බටේ@USER,උඹ දැන් ගහගන්න හදන්නේ බටේ,Harassment,0.9434
උඹ නම් T-Bagගෙ කපාපු පළුවක්ම තමා Whip :) උගේ පුතා කියලා පෙන්නන්න කලින් ඉදන්ම උඹ කරපු කියපු ඒවාගෙන් උඹේ Action... URL,උඹ නම් T-Bagගෙ කපාපු පළුවක්ම තමා Whip :) උගේ පුතා කියලා පෙන්නන්න කලින් ඉදන්ම උඹ කරපු කියපු ඒවාගෙන් උඹේ Action... උර්ල්,Harassment,0.9717
උඹ නයාට ගහලා පොල්ල වරද්දගන්න හදන්නේ..,උඹ නයාට ගහලා පොල්ල වරද්දගන්න හදන්නේ..,Harassment,0.9556
උඹ පුක ඉරාගෙන කරන එකම තාම උ උඹට වඩා සාර්ථකව කලේ . work smart - දැන්වත් ඉගෙනගනින් ලමිස්සියේ...,උඹ පුක ඉරාගෙන කරන එකම තාම උ උඹට වඩා සාර්ථකව කලේ . work smart - දැන්වත් ඉගෙනගනින් ලමිස්සියේ...,Harassment,0.981
