comment,label,cleaned_text
"ඔයා ඉතිං රටේම ඕපදූපනේ කියන්නේ..ඉස්සෙල්ල මල්ලිගේ කේක් කෑල්ල, දැන් අල්ලපු ගෙදර මිනිස්සුන්ගේ රණ්ඩුව .. ඔව් පේනවා ,ඔයාට මාරම උනන්දුවක් බුද්ධ ධර්මය ගැන නම් තියෙනව කියලා, කොහොමත් මට ආගම් ගැන ලොකූ ආසාවක් නෑ කොට්ටන්, හැබැයි ඔයාට එහෙම ආසවක් නැත්තම් අපරාදේ අර හාමුදුරුවන්ගෙන් ඒක ඇහැවෙ.",normal,"ඔයා ඉතිං රටේම ඕපදූපනේ කියන්නේ..ඉස්සෙල්ල මල්ලිගේ කේක් කෑල්ල, දැන් අල්ලපු ගෙදර මිනිස්සුන්ගේ රණ්ඩුව .. ඔව් පේනවා ,ඔයාට මාරම උනන්දුවක් බුද්ධ ධර්මය ගැන නම් තියෙනව කියලා, කොහොමත් මට ආගම් ගැන ලොකූ ආසාවක් නෑ කොට්ටන්, හැබැයි ඔයාට එහෙම ආසවක් නැත්තම් අපරාදේ අර හාමුදුරුවන්ගෙන් ඒක ඇහැවෙ."
ගල මතුපිට මල් පිපෙන්න - මලවට බඹරිදු නටන්න // වැහි වැහැලා ගග පිරෙන්න - ගග උතුරා හිත පිරෙන්න // ඒ එදා අද ගග... උර්ල්,normal,ගල මතුපිට මල් පිපෙන්න - මලවට බඹරිදු නටන්න // වැහි වැහැලා ගග පිරෙන්න - ගග උතුරා හිත පිරෙන්න // ඒ එදා අද ගග... උර්ල්
අදද ගැහුවෙ.අපි දෙවනි එකත් ගත්ත.සයිනෆාම් එක පොඩ්ඩක්වත් අමාරු නෑ.සාමාන්‍ය විදිහටම ඉන්න.අඩුම ගානෙ පැනඩෝල්වත් ඔනැ වෙන්නෙ නැ.අත රිදෙනවනම් රෑට උයන්නෙ නැතුව හබීට කියල කඩෙන් කෑම ගෙන්නගන්න,normal,අදද ගැහුවෙ.අපි දෙවනි එකත් ගත්ත.සයිනෆාම් එක පොඩ්ඩක්වත් අමාරු නෑ.සාමාන්‍ය විදිහටම ඉන්න.අඩුම ගානෙ පැනඩෝල්වත් ඔනැ වෙන්නෙ නැ.අත රිදෙනවනම් රෑට උයන්නෙ නැතුව හබීට කියල කඩෙන් කෑම ගෙන්නගන්න
අම්ම එක්ක කැරම් ගහලා දිනන්න බොහොම අමාරුයි. ඉත්තො 5කට පැරදෙන අවස්තා එමටයි .,normal,අම්ම එක්ක කැරම් ගහලා දිනන්න බොහොම අමාරුයි. ඉත්තො 5කට පැරදෙන අවස්තා එමටයි .
ගල මතුපිට මල පිපෙන්න මල වට බඹරිදු නටන්න වැහි වැහැලා ගඟ පිරෙන්න ගඟ උතුරා හිත පිරෙන්න ගලා හැලෙන වැහි වතුර වගේ උඹ.. හිනාවෙයන් කළු හිනාවෙයන් වෙලා මගේ හිත ඉනාවකින් තව හිනාවෙයන් කළු හිනාවෙයන්.. සාජ්ජේ,normal,ගල මතුපිට මල පිපෙන්න මල වට බඹරිදු නටන්න වැහි වැහැලා ගඟ පිරෙන්න ගඟ උතුරා හිත පිරෙන්න ගලා හැලෙන වැහි වතුර වගේ උඹ.. හිනාවෙයන් කළු හිනාවෙයන් වෙලා මගේ හිත ඉනාවකින් තව හිනාවෙයන් කළු හිනාවෙයන්.. සාජ්ජේ
ඔව්ව කැත වැඩ මල්ලි.. මං ඌව කොපි කරලද ඌ මාව කොපි කරලද ? කමක් නෑ මේක මයෙ එකට වඩා ගති. The following media ඉන්ච්ලුදෙස් potentially sensitive content. Change සෙට්ටින්ග්ස් View,normal,ඔව්ව කැත වැඩ මල්ලි.. මං ඌව කොපි කරලද ඌ මාව කොපි කරලද ? කමක් නෑ මේක මයෙ එකට වඩා ගති. The following media ඉන්ච්ලුදෙස් potentially sensitive content. Change සෙට්ටින්ග්ස් View
තෝ reinforcement ඉල්ලලා තිබ්බේ එහෙනං. මොකද යකෝ ඒ පැය බාගේ කලේ...,normal,තෝ reinforcement ඉල්ලලා තිබ්බේ එහෙනං. මොකද යකෝ ඒ පැය බාගේ කලේ...
දුන්නේ නැත්නම් බලෙන් හරි ඉල්ලගන්නවා ඇයි යකෝ,normal,දුන්නේ නැත්නම් බලෙන් හරි ඉල්ලගන්නවා ඇයි යකෝ
මොරවක කන්ද නාය යෑම. අවතැන් වූවන්ට සහය දීම සඳහා ඉදිරිපත් වු ශ්‍රී ලංකා යෞවන සමාජ සම්මේලනයේ තරුණ තරුණියන්...#slfoyc,normal,මොරවක කන්ද නාය යෑම. අවතැන් වූවන්ට සහය දීම සඳහා ඉදිරිපත් වු ශ්‍රී ලංකා යෞවන සමාජ සම්මේලනයේ තරුණ තරුණියන්...#slfoyc
ගෙවල් ගාව මනුස්සයෙක් ඉන්නවා හැමදාම බීලා පිස්සු නටන.. අපේ ගෙදර වැඩක් කරගන්න ආවම කීයක් හරි දීලා සෑහෙන අවවාදත් දීලා යවන්නේ..හැමදාම මේ මනුස්සයා බොහොම කීකරු විදියට අවවාද ඔක්කොම අහගෙන ගිහින් ඒ මනුස්සයාට ඕන විදියට බීලා අර පිස්සුව ඒ තලෙටම නටනවා.. මට දුක අපේ ගෙදර අය ගැන..,normal,ගෙවල් ගාව මනුස්සයෙක් ඉන්නවා හැමදාම බීලා පිස්සු නටන.. අපේ ගෙදර වැඩක් කරගන්න ආවම කීයක් හරි දීලා සෑහෙන අවවාදත් දීලා යවන්නේ..හැමදාම මේ මනුස්සයා බොහොම කීකරු විදියට අවවාද ඔක්කොම අහගෙන ගිහින් ඒ මනුස්සයාට ඕන විදියට බීලා අර පිස්සුව ඒ තලෙටම නටනවා.. මට දුක අපේ ගෙදර අය ගැන..
කරන්න අමාරු ඒත් කොහොම හරි පුරුදු කරගන්නෝනේ අපිව අතාරින අයව අපිත් අතෑරලම දාන්න,normal,කරන්න අමාරු ඒත් කොහොම හරි පුරුදු කරගන්නෝනේ අපිව අතාරින අයව අපිත් අතෑරලම දාන්න
උඹ විශේශයි.. පැණි ට්වීප්ස්.. ද,normal,උඹ විශේශයි.. පැණි ට්වීප්ස්.. ද
ඒකට ලූණු සම්බෝලෙකුත් එන්න ඕනි.. පට්ට...,normal,ඒකට ලූණු සම්බෝලෙකුත් එන්න ඕනි.. පට්ට...
ඔන්න බලන්න ඉතින් මේ කාල තියෙන පෙරේත විදියට ඔයාට අමාරු වෙන එක අහන්නත් දෙයක්ද? සනික් තුරංශ  · 24 ජුල 2016 ඇර දුබුරු පාට ටිකක් හයිය කේක් කාපු thanks for the delicious බ්රොව්නිඑස්,normal,ඔන්න බලන්න ඉතින් මේ කාල තියෙන පෙරේත විදියට ඔයාට අමාරු වෙන එක අහන්නත් දෙයක්ද? සනික් තුරංශ  · 24 ජුල 2016 ඇර දුබුරු පාට ටිකක් හයිය කේක් කාපු thanks for the delicious බ්රොව්නිඑස්
එදා විදුලි පුටුවට බයේ ජනතාව මහින්ද දිනෙව්වානම් අද පිච්චෙන්නේ ජනතාවගේ පස්ස පැත්ත උර්ල් ලක #sunil_hadunhetti,normal,එදා විදුලි පුටුවට බයේ ජනතාව මහින්ද දිනෙව්වානම් අද පිච්චෙන්නේ ජනතාවගේ පස්ස පැත්ත උර්ල් ලක #sunil_hadunhetti
පුත්තලම කුරුණෑගල මාර්ගයේ හයේ කණුවේ දී මාර්ගය හරස් කරමින් වල් අලි සිටීම හේතුවෙන් පැය කිහිපයක් ... උර්ල් ලක ශ්‍රීලංකා,normal,පුත්තලම කුරුණෑගල මාර්ගයේ හයේ කණුවේ දී මාර්ගය හරස් කරමින් වල් අලි සිටීම හේතුවෙන් පැය කිහිපයක් ... උර්ල් ලක ශ්‍රීලංකා
අපේ අම්ම තාත්ත දෙන්නම ටිකක් එක වගේ නහය දිගයි මම දෙන්නම වගේ උස මාමලවගේ ඒ දෙන්නටම වඩා මහතයි,normal,අපේ අම්ම තාත්ත දෙන්නම ටිකක් එක වගේ නහය දිගයි මම දෙන්නම වගේ උස මාමලවගේ ඒ දෙන්නටම වඩා මහතයි
හැමෝම අඩාගෙන වැලපීගෙන විරහව විකුණන්න සිංදු කියද්දි ලංකාවේ වෙනසක් කරන්න ඉන්නෙ ටික දෙනයි.. අලුත් සෝන්ග් එක පට්ට..,normal,හැමෝම අඩාගෙන වැලපීගෙන විරහව විකුණන්න සිංදු කියද්දි ලංකාවේ වෙනසක් කරන්න ඉන්නෙ ටික දෙනයි.. අලුත් සෝන්ග් එක පට්ට..
සුනිල් ෆීල්ඩ් කරද්දි මලකද වගේ පණ නෑ පට්ට අප්පිරියයි.... බෝල් කරද්දී මල අප්පිරියයි... ස්ල්ව්වී,normal,සුනිල් ෆීල්ඩ් කරද්දි මලකද වගේ පණ නෑ පට්ට අප්පිරියයි.... බෝල් කරද්දී මල අප්පිරියයි... ස්ල්ව්වී
"යකෝ කැම්පස් ගියාට පස්සෙ දකින දකින හැම එකාම අහන්නෙ දැන් කෑල්ලක් සෙට් කරගත්තද කියලා. ස්ටුදිඑස් එහෙම හොඳට කෙරීගෙන යනවද කියල අහන්න එකෙක් නෑ. මුන් හිතන් ඉන්නෙ කැම්පස් එක කියන්නෙ කෑල්ලක් සෙට් කරගන්නම තියෙන, තව අමතර වෙලාවක් එහෙම තියෙනව නම් ඉගෙනගන්නත් පුළුවන් තැනක් කියලා.",normal,"යකෝ කැම්පස් ගියාට පස්සෙ දකින දකින හැම එකාම අහන්නෙ දැන් කෑල්ලක් සෙට් කරගත්තද කියලා. ස්ටුදිඑස් එහෙම හොඳට කෙරීගෙන යනවද කියල අහන්න එකෙක් නෑ. මුන් හිතන් ඉන්නෙ කැම්පස් එක කියන්නෙ කෑල්ලක් සෙට් කරගන්නම තියෙන, තව අමතර වෙලාවක් එහෙම තියෙනව නම් ඉගෙනගන්නත් පුළුවන් තැනක් කියලා."
එහා ගෙදර එකා ඉංග්‍රීසි සින්දු කියනවා කියල අම්ම බැන්නම තවත් රස කතා මෙතනින් බලන්න උර්ල් උර්ල්,normal,එහා ගෙදර එකා ඉංග්‍රීසි සින්දු කියනවා කියල අම්ම බැන්නම තවත් රස කතා මෙතනින් බලන්න උර්ල් උර්ල්
යකෝ ලයිට් බිල එද්දි මගෙ කොම්පියුටර් එක තමයි පලි...කරන්ට් එකෙන් වැඩ කරන අනිත් එව්ව ගැන කතා නෑ ..,normal,යකෝ ලයිට් බිල එද්දි මගෙ කොම්පියුටර් එක තමයි පලි...කරන්ට් එකෙන් වැඩ කරන අනිත් එව්ව ගැන කතා නෑ ..
"සමාජ සංස්කෘතියේන් හා නීතියේන් , ආගමික නායකයින්ගේ ඉගැන්වීම් වලිනුත් කරනුයේ මිනිසා පාලනය කිරීමය .. නැතිනම් මිනිසා කරපටිය ගලවා ගත් පිස්සු බල්ලෙකු මෙන් හැසිරෙන නිසාවෙනි ....",normal,"සමාජ සංස්කෘතියේන් හා නීතියේන් , ආගමික නායකයින්ගේ ඉගැන්වීම් වලිනුත් කරනුයේ මිනිසා පාලනය කිරීමය .. නැතිනම් මිනිසා කරපටිය ගලවා ගත් පිස්සු බල්ලෙකු මෙන් හැසිරෙන නිසාවෙනි ...."
අම්මෝ ඔව් .නැත්නම් අපේ චන්දයෙන් උන් කරන පිස්සු දැක්කම අපිට මල පනින එකවත් නවතිනවනේ,normal,අම්මෝ ඔව් .නැත්නම් අපේ චන්දයෙන් උන් කරන පිස්සු දැක්කම අපිට මල පනින එකවත් නවතිනවනේ
‘‘මචං උඹ කොහොමහරි කෑල්ල දාගත්තා නේද‘‘ එකම මළට පෙම්කළ බඹරුන්ගේ ලේ හෙල්ලූ සංවාදය සම්පූර්ණ විස්තරය පහතින්....... උර්ල්,normal,‘‘මචං උඹ කොහොමහරි කෑල්ල දාගත්තා නේද‘‘ එකම මළට පෙම්කළ බඹරුන්ගේ ලේ හෙල්ලූ සංවාදය සම්පූර්ණ විස්තරය පහතින්....... උර්ල්
අපෝ..පණ පලයන් ලබන සුමානෙ කිව්වලු,normal,අපෝ..පණ පලයන් ලබන සුමානෙ කිව්වලු
කවුද යකෝ පාර්ලිමේන්තුවට රාජ්‍ය දේපළ කිව්වෙ... ඒක 225ක බූදලේ නෙහ්... ඒකට උන්ට ඕනී එකක් කරන්න පුලුවන්.. ඒ අහිංසක මිනිස්සුන්ට චොදනා කරන්න එපා මචං... - එතන තිබ්බෙ - සංගීත පුටු තරඟයක් - බටර් එක්ක පාන් කෑමක් - බාස්කට් බෝල් ප්‍රැක්ටිස් - දුවනකොට වතුර ගහපු එකක්,normal,කවුද යකෝ පාර්ලිමේන්තුවට රාජ්‍ය දේපළ කිව්වෙ... ඒක 225ක බූදලේ නෙහ්... ඒකට උන්ට ඕනී එකක් කරන්න පුලුවන්.. ඒ අහිංසක මිනිස්සුන්ට චොදනා කරන්න එපා මචං... - එතන තිබ්බෙ - සංගීත පුටු තරඟයක් - බටර් එක්ක පාන් කෑමක් - බාස්කට් බෝල් ප්‍රැක්ටිස් - දුවනකොට වතුර ගහපු එකක්
කුලීයට මිනිමරන්නන් විසින් ඉයේ දිනයෙදි තෙල් සංස්ථාව තුල රෙන ලදි..,normal,කුලීයට මිනිමරන්නන් විසින් ඉයේ දිනයෙදි තෙල් සංස්ථාව තුල රෙන ලදි..
එක කතාව නමි සහතික ඇත්ත මලයා..අප්පිරියයි උන්ට හිනා ගියාට අපිට හිනා යන්නැ ඒ මෝඩ චුන් වලට..මට නමි බන්දු ලගේ ඒවට වත් හිනා යන්නැ ඒව නමි මලම මල විකාර..ප්‍රේඩි සිල්වා ගේ ජොක්ස් වලට නමි හිනා යනවා,normal,එක කතාව නමි සහතික ඇත්ත මලයා..අප්පිරියයි උන්ට හිනා ගියාට අපිට හිනා යන්නැ ඒ මෝඩ චුන් වලට..මට නමි බන්දු ලගේ ඒවට වත් හිනා යන්නැ ඒව නමි මලම මල විකාර..ප්‍රේඩි සිල්වා ගේ ජොක්ස් වලට නමි හිනා යනවා
හිරු මැකී යයි නීල අහසේ සේද මීදුම් මායිමේ නිමාවී යයි මේ වසන්තේ යලිත් නොම එයි කිසි දිනේ ගිණි කඳු පුපුරා ලෝදිය ගලනා තරම් රිදුම් දෙයි ආදරේ නෙතු සලා හමුවෙලා සුසුමකින් වෙන් වුනා නෙතු සලා හමුවෙලා සුසුමකින් වෙන් වුනා කෙල්ල බඳින දවසට ගිහින් මේ සින්දුව කියනව එතකොට ඒකි කඩාගෙන එයි මගෙ ගාවට,normal,හිරු මැකී යයි නීල අහසේ සේද මීදුම් මායිමේ නිමාවී යයි මේ වසන්තේ යලිත් නොම එයි කිසි දිනේ ගිණි කඳු පුපුරා ලෝදිය ගලනා තරම් රිදුම් දෙයි ආදරේ නෙතු සලා හමුවෙලා සුසුමකින් වෙන් වුනා නෙතු සලා හමුවෙලා සුසුමකින් වෙන් වුනා කෙල්ල බඳින දවසට ගිහින් මේ සින්දුව කියනව එතකොට ඒකි කඩාගෙන එයි මගෙ ගාවට
"කෙටි කතවක් 01 වරක් අපේ ගෙදරට සංඤා අඩුයි කියා පැමිණිලාක් යෙදූ කල. මෙසේ සිදුවිය. ""සර් අමන්දොලුවේ ටවර් එක කඩා වැටිලනේ ඒ නිසා සාර්ට සිග්නල් එන්නේ මිනුවන්ගොඩින්"" ‍යකෝ සීදුවේ කනුව එතකොට රෙදි වනන්නද ? -මෙය සිදූ උනේ අප්‍රියල් මාසයේදී-",normal,"කෙටි කතවක් 01 වරක් අපේ ගෙදරට සංඤා අඩුයි කියා පැමිණිලාක් යෙදූ කල. මෙසේ සිදුවිය. ""සර් අමන්දොලුවේ ටවර් එක කඩා වැටිලනේ ඒ නිසා සාර්ට සිග්නල් එන්නේ මිනුවන්ගොඩින්"" ‍යකෝ සීදුවේ කනුව එතකොට රෙදි වනන්නද ? -මෙය සිදූ උනේ අප්‍රියල් මාසයේදී-"
"පිරිමියාගේ කැත හිත නිවන්න රජයෙන් ගෑණුන්ගේ ඇදුම නියම කරන්නේ ඉස්ලාම් ආගමේය. අයියාට මේවා දැකලා මද කිපෙනවානම්, දහඩිය දානවානම්, හති වැටෙනවා නම්, පිලිකුල් භාවනාව කරන්න යැයී යෝජනා කරනවා. ජනාදිපති තුමාට ඕනෑ තරම් වැඩ තියනවා, ඒ මනුස්සයට එයාගේ වැඩ කරන්න නිදහස දිලා, අපේ මනස අපි හදා ගමු.",normal,"පිරිමියාගේ කැත හිත නිවන්න රජයෙන් ගෑණුන්ගේ ඇදුම නියම කරන්නේ ඉස්ලාම් ආගමේය. අයියාට මේවා දැකලා මද කිපෙනවානම්, දහඩිය දානවානම්, හති වැටෙනවා නම්, පිලිකුල් භාවනාව කරන්න යැයී යෝජනා කරනවා. ජනාදිපති තුමාට ඕනෑ තරම් වැඩ තියනවා, ඒ මනුස්සයට එයාගේ වැඩ කරන්න නිදහස දිලා, අපේ මනස අපි හදා ගමු."
ලබාගැනීමයි පලනය කිරීමයි මැච් වෙන එකයි කියන්නෙ ලව් එක නෙවෙයි. මං කියන්නෙ නෑ මල් පූජා කරන්නං වටේ ගියත් බාරගන්නං කියල. එක පොන්න කම,normal,ලබාගැනීමයි පලනය කිරීමයි මැච් වෙන එකයි කියන්නෙ ලව් එක නෙවෙයි. මං කියන්නෙ නෑ මල් පූජා කරන්නං වටේ ගියත් බාරගන්නං කියල. එක පොන්න කම
"බූරුවෙක් උනාට කමක් නෑ..වගකීමක් ගන්න බැරි, කැබිනෙට්ටුවක් කිය කියා හිටියා මිසක් වගකීමක් ගත්තේ නෑැ",normal,"බූරුවෙක් උනාට කමක් නෑ..වගකීමක් ගන්න බැරි, කැබිනෙට්ටුවක් කිය කියා හිටියා මිසක් වගකීමක් ගත්තේ නෑැ"
නයනක රන්වැල්ල කියන්නේ හොඳ මනුස්සයෙක්. ඒත් පරිසරය රැකගන්න කියලා සජිත් එක්ක එකතු වෙච්ච එක නම් මරි මෝඩ වැඩක් කාමිල දිඅස් · 8 අප‍ 2021 වහලා සහ ස්වාමියා පිළිබඳ යුගයේ ආදරණීය ප්‍රේම කතාව දැන් තිරගත වේ. දැන් කියන්න එපා අප්‍රේල් 1 නිසා බොරුවක් කිව්වා කියලා.,normal,නයනක රන්වැල්ල කියන්නේ හොඳ මනුස්සයෙක්. ඒත් පරිසරය රැකගන්න කියලා සජිත් එක්ක එකතු වෙච්ච එක නම් මරි මෝඩ වැඩක් කාමිල දිඅස් · 8 අප‍ 2021 වහලා සහ ස්වාමියා පිළිබඳ යුගයේ ආදරණීය ප්‍රේම කතාව දැන් තිරගත වේ. දැන් කියන්න එපා අප්‍රේල් 1 නිසා බොරුවක් කිව්වා කියලා.
හදිස්සියෙහරි අම්ම මගෙ ට්විට් කියෙවුවොත් මෙහෙම පාහරයොද ආස්සරේ කරන්නෙකියල හිතයි,normal,හදිස්සියෙහරි අම්ම මගෙ ට්විට් කියෙවුවොත් මෙහෙම පාහරයොද ආස්සරේ කරන්නෙකියල හිතයි
මට කෙල්ලෙක් නෑ යකෝ තේරුම් ගනිින්,normal,මට කෙල්ලෙක් නෑ යකෝ තේරුම් ගනිින්
බොරුවක් නෙමේ වගේ තමා කාබුල් ලංකා එකටත් සොට් එක දුන්නා අපේ තාත්තා වැඩ කරා ලංකාවේ ලොකුම mill එක කොරියන් company එකක් ජ්ව්ප් එක තමා ලොක්කෝ හිර කරල පිස්සු වක් නැටුවේ එක දවසින් වහලා ගියා කොරියන් කාරයෝ 2002 ද කොහොද,normal,බොරුවක් නෙමේ වගේ තමා කාබුල් ලංකා එකටත් සොට් එක දුන්නා අපේ තාත්තා වැඩ කරා ලංකාවේ ලොකුම mill එක කොරියන් company එකක් ජ්ව්ප් එක තමා ලොක්කෝ හිර කරල පිස්සු වක් නැටුවේ එක දවසින් වහලා ගියා කොරියන් කාරයෝ 2002 ද කොහොද
", එක්කො මමයි දිලීපයි දෙන්නම මැරෙන්න ඕනි නෑනෙ. දිලීප උඹ හිටපන්. පේනවනෙ",normal,", එක්කො මමයි දිලීපයි දෙන්නම මැරෙන්න ඕනි නෑනෙ. දිලීප උඹ හිටපන්. පේනවනෙ"
"පලවෙනි ෆෝන්එක ලැබෙන්න අවුරුද්දකට විතර කලින් සිම් එකක් ගත්තා සිම් එක අරගෙන නිකන් හිටියේ නෑ නම්බරෙත් වට්ටෙටම දුන්නා ඒ නම්බරේට කතාකරපු උන් හම්බෙද්දි කියපි ""යකෝ තෝ දුන්නු නම්බරේ වැඩ කරන්නෙ නෑ කියලා"" මම:ආහ්.. ෆෝන් එක ඕෆ් වෙලා තියෙන්ඩ ඇති බන්. (පත්‍තරේ නොකිආ ෆෝන් බලන කාලේ)",normal,"පලවෙනි ෆෝන්එක ලැබෙන්න අවුරුද්දකට විතර කලින් සිම් එකක් ගත්තා සිම් එක අරගෙන නිකන් හිටියේ නෑ නම්බරෙත් වට්ටෙටම දුන්නා ඒ නම්බරේට කතාකරපු උන් හම්බෙද්දි කියපි ""යකෝ තෝ දුන්නු නම්බරේ වැඩ කරන්නෙ නෑ කියලා"" මම:ආහ්.. ෆෝන් එක ඕෆ් වෙලා තියෙන්ඩ ඇති බන්. (පත්‍තරේ නොකිආ ෆෝන් බලන කාලේ)"
ආයෙ මේකප් දාලත් පිරිමහන්න පුලාන් ප්‍රමාණයක් තියනවනෙ මේ කැත ඒවගෙන් වහන්න බෑහ්,normal,ආයෙ මේකප් දාලත් පිරිමහන්න පුලාන් ප්‍රමාණයක් තියනවනෙ මේ කැත ඒවගෙන් වහන්න බෑහ්
කැත කතා එපා,normal,කැත කතා එපා
කොච්චර ආස වුණත් කටට ගත්තාම ලුණු රහයි නේද,normal,කොච්චර ආස වුණත් කටට ගත්තාම ලුණු රහයි නේද
"සයන්ස් එක ""හරි""! මහා ශිෂ්‍ය සංගමේ ""හරි""! කියලා, පොර ටෝක්ස් දෙන, ඔප්පු කරන්න දඟලන, මෝඩ ජෝකර්ස්ලා ටික, අවුරුදු... උර්ල්",normal,"සයන්ස් එක ""හරි""! මහා ශිෂ්‍ය සංගමේ ""හරි""! කියලා, පොර ටෝක්ස් දෙන, ඔප්පු කරන්න දඟලන, මෝඩ ජෝකර්ස්ලා ටික, අවුරුදු... උර්ල්"
"""ඉවසපන්"" උඹත් නහින උඹ වෙනුවෙනුත් නහින කෙනෙක් ඇති මේ අපිත් එක්කම කොහේ හරි තැනක",normal,"""ඉවසපන්"" උඹත් නහින උඹ වෙනුවෙනුත් නහින කෙනෙක් ඇති මේ අපිත් එක්කම කොහේ හරි තැනක"
"කාස් එකේ ඉස්සර පිස්සු කෙලියා නම්,අද ඉදන් හරියට වැඩ පටන්ගන්න නංගෝ",normal,"කාස් එකේ ඉස්සර පිස්සු කෙලියා නම්,අද ඉදන් හරියට වැඩ පටන්ගන්න නංගෝ"
ඉස්සර මට ලව් කරපු කෙල්ල ගිහාන් ප්‍රනාන්දු වගේ තඩි බඩක් තියෙන කොල්ලෙක් බැන්දලා ඉන්නවා දැක්කම මට මං ගැනම හෙන ආඩම්බරයි,normal,ඉස්සර මට ලව් කරපු කෙල්ල ගිහාන් ප්‍රනාන්දු වගේ තඩි බඩක් තියෙන කොල්ලෙක් බැන්දලා ඉන්නවා දැක්කම මට මං ගැනම හෙන ආඩම්බරයි
ආදරේ කරපු එකම ගොන් වැඩක් තමයි ගජමන් නෝනා · 13 ජුන් 2019 ඔයාලා ආදරය වෙනුවෙන් කරලා තියන ගොංම වැඩේ මොනවාද?,normal,ආදරේ කරපු එකම ගොන් වැඩක් තමයි ගජමන් නෝනා · 13 ජුන් 2019 ඔයාලා ආදරය වෙනුවෙන් කරලා තියන ගොංම වැඩේ මොනවාද?
"පිදුරංගලදී පස්ස පෙන්නුවා කියා ඇපත් නොදුන් ""පුරාවිද්‍යා පනතටත්"" පස්ස පෙන්නා සිංගප්පූරු සමාගමක් කරන්න යන වැඩේ උර්ල් උර්ල්",normal,"පිදුරංගලදී පස්ස පෙන්නුවා කියා ඇපත් නොදුන් ""පුරාවිද්‍යා පනතටත්"" පස්ස පෙන්නා සිංගප්පූරු සමාගමක් කරන්න යන වැඩේ උර්ල් උර්ල්"
බිම නිදියගෙන හෙන ගේමක් දී ගැසූ සෙල්පියකි. තිෂ් දිස්සනයකේ · 18 දෙක් 2016 අතුරු මිතුරු ගැන්සිය ට්වීටුප්ස්ල්,normal,බිම නිදියගෙන හෙන ගේමක් දී ගැසූ සෙල්පියකි. තිෂ් දිස්සනයකේ · 18 දෙක් 2016 අතුරු මිතුරු ගැන්සිය ට්වීටුප්ස්ල්
කොහෙවත් ඉන්න ගොන් නාම්බියක් උපන්දිනයක් සමරන්න ගිහින් ට්ව්ටර් එකට වුන වැඩක් ඩිසැපොයින්ටඩ්,normal,කොහෙවත් ඉන්න ගොන් නාම්බියක් උපන්දිනයක් සමරන්න ගිහින් ට්ව්ටර් එකට වුන වැඩක් ඩිසැපොයින්ටඩ්
අම්ම උයනව. තාත්ත special chicken එකක් හදනව. නංගි කේක් එකක් හදනව. මං ඇඳට වෙලා ලැප් එකේ ෆිල්ම් එකක් බලනව. මොකද කිව්වොත් කුස්සියේ තව කෙනෙකුට හැරෙන්න ඉඩක් නෑ. අනික වැඩ කරන අයට කරදර කරන්නත් හොඳ නෑ.,normal,අම්ම උයනව. තාත්ත special chicken එකක් හදනව. නංගි කේක් එකක් හදනව. මං ඇඳට වෙලා ලැප් එකේ ෆිල්ම් එකක් බලනව. මොකද කිව්වොත් කුස්සියේ තව කෙනෙකුට හැරෙන්න ඉඩක් නෑ. අනික වැඩ කරන අයට කරදර කරන්නත් හොඳ නෑ.
ෆ්ලැට් චාජරයක් හොයල දීපන් යකෝ ෆ්ලට්චර්ගේර් සොස්රිලන්කන් ෆ්බ්,normal,ෆ්ලැට් චාජරයක් හොයල දීපන් යකෝ ෆ්ලට්චර්ගේර් සොස්රිලන්කන් ෆ්බ්
විමල්ට පිස්සු විමල් පාර්ලිමේන්තුවේ සිට අංගොඩ ගෙනයන ලකුණු උර්ල්,normal,විමල්ට පිස්සු විමල් පාර්ලිමේන්තුවේ සිට අංගොඩ ගෙනයන ලකුණු උර්ල්
දවස් දෙකයි ගෙදර හිටියේ නැත්තේ . මෙන්න යකෝ ඒ ටිකට ලක එකෙක් බුදු වෙලා,normal,දවස් දෙකයි ගෙදර හිටියේ නැත්තේ . මෙන්න යකෝ ඒ ටිකට ලක එකෙක් බුදු වෙලා
මහන්සිවෙලා දාඩිය දානකන් වැඩක් කරන කොට මූන දිගේ බේරිලා එන දාඩිය බින්දුවක් කටට ගියාම... අම්මෝ ඒ ලුණු රස... විඳලා තියනවද?,normal,මහන්සිවෙලා දාඩිය දානකන් වැඩක් කරන කොට මූන දිගේ බේරිලා එන දාඩිය බින්දුවක් කටට ගියාම... අම්මෝ ඒ ලුණු රස... විඳලා තියනවද?
උර්ල් නිල් වළාකුළු හාදු තවරන සීත දුම්බර කදු තුරුල්ලේ ඔබ තවම නින්දේ යහන් ගල... උර්ල්,normal,උර්ල් නිල් වළාකුළු හාදු තවරන සීත දුම්බර කදු තුරුල්ලේ ඔබ තවම නින්දේ යහන් ගල... උර්ල්
