comment,label,cleaned_text
අනේ නිකං ඉඳහං කයිවාරු තමා බැට්ල් ඔෆ් බාස්ටඩ් සටනේ මම වේල් හමුදාව එක්ක ආවෙ නැත්තං උඹ කම්මුතුයි,offensive,අනේ නිකං ඉඳහං කයිවාරු තමා බැට්ල් ඔෆ් බාස්ටඩ් සටනේ මම වේල් හමුදාව එක්ක ආවෙ නැත්තං උඹ කම්මුතුයි
එකෙක් කියනවා මැච් ෆික්සින් ලූ අම්මගෙ රෙද්ද තමයි,offensive,එකෙක් කියනවා මැච් ෆික්සින් ලූ අම්මගෙ රෙද්ද තමයි
"මූ කාගෙ දරුවෙක්ද?? උන්ට බැරියෑ කැප කිරීම් කරන්න. අපි කරන කැපකිරීම් මදි වෙලාද, මෙච්චර අත්‍යාවශ්‍ය බඩු වල මිල ගනන් රටක ජීවත් වෙන එකම පුදුම කැපකිරීමක් තමා.",offensive,"මූ කාගෙ දරුවෙක්ද?? උන්ට බැරියෑ කැප කිරීම් කරන්න. අපි කරන කැපකිරීම් මදි වෙලාද, මෙච්චර අත්‍යාවශ්‍ය බඩු වල මිල ගනන් රටක ජීවත් වෙන එකම පුදුම කැපකිරීමක් තමා."
ලොල් යකෝ කනා ගහලා 9ක් හරි කියපංකෝ 󾌴󾌴󾌴 උර්ල්,offensive,ලොල් යකෝ කනා ගහලා 9ක් හරි කියපංකෝ 󾌴󾌴󾌴 උර්ල්
අපරාදේ කියන්න බෑ... වැස්ස ඔයා නම් පුල් මාවලස්... ඉදලා ඉදලා වෙසක් දවසෙ රෑ වැස්සා. මම අද කාර් එක සර්විස් කලා විතරයි ගෙදරට එන්න කලින්ම වැස්සා. ඈ යකෝ වැස්ස තොට මාත් එක්ක ඔච්චර තියෙන ඇරියස් එක මොකද්ද,offensive,අපරාදේ කියන්න බෑ... වැස්ස ඔයා නම් පුල් මාවලස්... ඉදලා ඉදලා වෙසක් දවසෙ රෑ වැස්සා. මම අද කාර් එක සර්විස් කලා විතරයි ගෙදරට එන්න කලින්ම වැස්සා. ඈ යකෝ වැස්ස තොට මාත් එක්ක ඔච්චර තියෙන ඇරියස් එක මොකද්ද
උඹලාට පිස්සු. Zaman · 15 නොව 2021 ඉ don't need her ටො tell මේ that's අ bad idea. ඉට ඉස අ BAD IDEA.,offensive,උඹලාට පිස්සු. Zaman · 15 නොව 2021 ඉ don't need her ටො tell මේ that's අ bad idea. ඉට ඉස අ BAD IDEA.
හම්මේ මොළේ දාලා ගන්නෝනෙ මෝඩ ඇළේ,offensive,හම්මේ මොළේ දාලා ගන්නෝනෙ මෝඩ ඇළේ
ලයිසන් නැතිව ත්‍රීවීල් එකෙන් අරක්කු ඇද්ද නාකි සුද්දා කො‍ටු! උර්ල්,offensive,ලයිසන් නැතිව ත්‍රීවීල් එකෙන් අරක්කු ඇද්ද නාකි සුද්දා කො‍ටු! උර්ල්
පොශ් උනාට කමක් නෑ නංගි මගෙ ළමය මුලින්ම කතාකරන්න ඕන අම්ම කියල සිංහලෙන්,offensive,පොශ් උනාට කමක් නෑ නංගි මගෙ ළමය මුලින්ම කතාකරන්න ඕන අම්ම කියල සිංහලෙන්
ලේන් හාමි ගහේ යන්නෙ නැට්ට වන වනා... ටිලන් ගොයිය මාරෙ යන්නෙ පස්ස වන වනා.. :21 විඑව්ස්,offensive,ලේන් හාමි ගහේ යන්නෙ නැට්ට වන වනා... ටිලන් ගොයිය මාරෙ යන්නෙ පස්ස වන වනා.. :21 විඑව්ස්
වෙන රටකට යන්වනම් එපා වෙලා (*එපාවෙලා) ආපහු බලන්නවත් හොද නැ ඔනෙ එකක් වෙච්චදෙන් අදාල නැතුව ඉන්න ඔනෙ එහෙම වෙන රටකට ගිහින් හිහි අම්මෝ ලංකව මෙහෙම් කරානම් හොදයි හිහී අනේ අම්ම මගේ රට හිහී රට දුප්පත් සල්ලි නෑ කියන්න හදන්න එපා ඉතින් එහමන් එන්න මොනවහහරි කරල ගොඩදාමු ලොවෙස්ල්,offensive,වෙන රටකට යන්වනම් එපා වෙලා (*එපාවෙලා) ආපහු බලන්නවත් හොද නැ ඔනෙ එකක් වෙච්චදෙන් අදාල නැතුව ඉන්න ඔනෙ එහෙම වෙන රටකට ගිහින් හිහි අම්මෝ ලංකව මෙහෙම් කරානම් හොදයි හිහී අනේ අම්ම මගේ රට හිහී රට දුප්පත් සල්ලි නෑ කියන්න හදන්න එපා ඉතින් එහමන් එන්න මොනවහහරි කරල ගොඩදාමු ලොවෙස්ල්
"බෝලයක් අල්ලන්න බැරි Cricket ගැන මෙලෝ දෙයක් දන්නෙ නැති. ජිවිතයට මිනිස්සුන්ට වැරදෙන්න බෑ කියල හිතන. ජීවිතේම වරද්ද ගත්ත කාලකණ්ණි කුහක හැත්* නිබ්රළ් රංළං · 8 Mar 2020 This ඉස wrong, How can you දෝ this ටො your national hero while හේ ඉස ඕන the field? ඉදිඔත්ස්ක්රික්කෙත් :01 ,049 විඑව්ස්",offensive,"බෝලයක් අල්ලන්න බැරි Cricket ගැන මෙලෝ දෙයක් දන්නෙ නැති. ජිවිතයට මිනිස්සුන්ට වැරදෙන්න බෑ කියල හිතන. ජීවිතේම වරද්ද ගත්ත කාලකණ්ණි කුහක හැත්* නිබ්රළ් රංළං · 8 Mar 2020 This ඉස wrong, How can you දෝ this ටො your national hero while හේ ඉස ඕන the field? ඉදිඔත්ස්ක්රික්කෙත් :01 ,049 විඑව්ස්"
", සින්දා රාහගේ ක්‍යා කරූ නෙතු ගොනා දූන්ඩා හේ ජවාබ් වෝ ජෝ දිල් නා දේසකා",offensive,", සින්දා රාහගේ ක්‍යා කරූ නෙතු ගොනා දූන්ඩා හේ ජවාබ් වෝ ජෝ දිල් නා දේසකා"
ජොන්ස්ටන් තොට හෙණ ගහනවා - තෝ මිනිහෙක්ද - මූ බාර් කාරයෙක්- කව්ද මේකට ඡන්... උර්ල් via යෝඋටුබෙචොම් ජොන්ස්ටන් තොට හෙණ ගහනවා - තෝ මිනිහෙක්ද - මූ බාර් කාරයෙක්- කව්ද මේකට... Subscribe උසුර්ල් විදෙඔසුර්ල් ශ්‍රීලංකා ලක,offensive,ජොන්ස්ටන් තොට හෙණ ගහනවා - තෝ මිනිහෙක්ද - මූ බාර් කාරයෙක්- කව්ද මේකට ඡන්... උර්ල් via යෝඋටුබෙචොම් ජොන්ස්ටන් තොට හෙණ ගහනවා - තෝ මිනිහෙක්ද - මූ බාර් කාරයෙක්- කව්ද මේකට... Subscribe උසුර්ල් විදෙඔසුර්ල් ශ්‍රීලංකා ලක
", පුක කලු උනාට පුක කලුයි හරිද යාලොව්ස්",offensive,", පුක කලු උනාට පුක කලුයි හරිද යාලොව්ස්"
ටුවිටරේ හෙන ගොං වෙලා නේද...,offensive,ටුවිටරේ හෙන ගොං වෙලා නේද...
විභාග කොමසාරිස් කියන්නෙ තමන්ගෙ අම්ම ගැනවත් හැගීමක් නැති එකෙක්...නැත්නම් රිසාල්ට් පහු කරයිද ඔහොම .....එහෙව් එකෙක්ට කොහෙද අපි ගැන හැගීමක්..,offensive,විභාග කොමසාරිස් කියන්නෙ තමන්ගෙ අම්ම ගැනවත් හැගීමක් නැති එකෙක්...නැත්නම් රිසාල්ට් පහු කරයිද ඔහොම .....එහෙව් එකෙක්ට කොහෙද අපි ගැන හැගීමක්..
ඒ මේ මේ...දාර්ශනිකයෙක්ට අදින්න තියනවා...සහයට වරෙන්කෝ කව්රු හරි එකෙක්...... ඌ එක පක්ෂෙකට කඩේ යන ගමන් හෙනම නිදහස් මත දරණපොරක් කියලා පෙන්නන එක දිරවගන්න බෑ....ඔක්කොටම වඩා ඌ හෙන බුද්ධිමතා කියල හිතන් ඉන්න එක දිරවගන්න බෑ.. ලක,offensive,ඒ මේ මේ...දාර්ශනිකයෙක්ට අදින්න තියනවා...සහයට වරෙන්කෝ කව්රු හරි එකෙක්...... ඌ එක පක්ෂෙකට කඩේ යන ගමන් හෙනම නිදහස් මත දරණපොරක් කියලා පෙන්නන එක දිරවගන්න බෑ....ඔක්කොටම වඩා ඌ හෙන බුද්ධිමතා කියල හිතන් ඉන්න එක දිරවගන්න බෑ.. ලක
බැ පලයන් මට තොව සුවර් නැහැ අම්මපා කියපන්,offensive,බැ පලයන් මට තොව සුවර් නැහැ අම්මපා කියපන්
ලංකාවේ ළමයින්ට කැම්පස් යනඑක ලේසි නෑ කිව්වට මේකෙ ඉන්න් උන්ගෙන් 75% විතරම උන්ගේ පැටිකිරියේ දාල තියෙන්නේ University ඔෆ් ......කියලා එක්කො මුන් කෙප්ප දාලා.. එක්කො අධ්‍යාපන අමාත්‍යංශය බොරු කියනවා... එක්කො අන්තරේ උන් දන්න පුකක් නෑ. හැමිනෙනෙඅ ශිෂ්‍ය ප්‍රජාවක් නේ යකෝ මේකෙ ඉන්නෙ,offensive,ලංකාවේ ළමයින්ට කැම්පස් යනඑක ලේසි නෑ කිව්වට මේකෙ ඉන්න් උන්ගෙන් 75% විතරම උන්ගේ පැටිකිරියේ දාල තියෙන්නේ University ඔෆ් ......කියලා එක්කො මුන් කෙප්ප දාලා.. එක්කො අධ්‍යාපන අමාත්‍යංශය බොරු කියනවා... එක්කො අන්තරේ උන් දන්න පුකක් නෑ. හැමිනෙනෙඅ ශිෂ්‍ය ප්‍රජාවක් නේ යකෝ මේකෙ ඉන්නෙ
පොලිසියේ ගොන් පයියලා නීතිය අතට අරන් මිනිස්සු අපහසුතාවයට පත් කරන මුංට කෝ නීති මේ වගේ පකේ වැඩ කරන ගෝ පයියෝ නිසා... උර්ල්,offensive,පොලිසියේ ගොන් පයියලා නීතිය අතට අරන් මිනිස්සු අපහසුතාවයට පත් කරන මුංට කෝ නීති මේ වගේ පකේ වැඩ කරන ගෝ පයියෝ නිසා... උර්ල්
"අනා මල්ලි බබා.. මම එන්නම්කො වෙලාවක සැප දුක බලල යන්න.. උඹ ඉතින් බෝඩිමෙ නෑනෙ.. එක්කො රෑ එලි වෙනකං ස්ලිඉට් එකේ, නැත්තම් ට්‍රිප් එකක්, ඒත් නැත්තම් කෙල්ලෙක් එක්ක රවුම් ගහන්න ගිහින්...",offensive,"අනා මල්ලි බබා.. මම එන්නම්කො වෙලාවක සැප දුක බලල යන්න.. උඹ ඉතින් බෝඩිමෙ නෑනෙ.. එක්කො රෑ එලි වෙනකං ස්ලිඉට් එකේ, නැත්තම් ට්‍රිප් එකක්, ඒත් නැත්තම් කෙල්ලෙක් එක්ක රවුම් ගහන්න ගිහින්..."
මේ පොඩි එකෙක්නෙ. තඩි බඩකුත් තියනව,offensive,මේ පොඩි එකෙක්නෙ. තඩි බඩකුත් තියනව
මේ රටේ කාන්තා දූෂණ ළමා අපචාර කරපු උන්ගෙන් 90% පොඩි මිනිස්සු තමා යකෝ. එදා වේල හොයාගෙන කන එවුන්. ‍හොයලා බලපියව්.... උර්ල්,offensive,මේ රටේ කාන්තා දූෂණ ළමා අපචාර කරපු උන්ගෙන් 90% පොඩි මිනිස්සු තමා යකෝ. එදා වේල හොයාගෙන කන එවුන්. ‍හොයලා බලපියව්.... උර්ල්
තෝ හින්දා තමා මේ ඔක්කොම,offensive,තෝ හින්දා තමා මේ ඔක්කොම
මං දැක්කෙ සක්කිලි නෑ වගේ...සොරි,offensive,මං දැක්කෙ සක්කිලි නෑ වගේ...සොරි
පිස්සන්ව රජ කරවලා පිස්සු නැති උන්ට බෙහෙත් හොයනවා #සුදු ඇඳගන කලු ඇවිදින්,offensive,පිස්සන්ව රජ කරවලා පිස්සු නැති උන්ට බෙහෙත් හොයනවා #සුදු ඇඳගන කලු ඇවිදින්
මල්ලි පාස් කියලා කිව්වා විතරයි කන ගැලවිලා යන හූවක් තිබ්බා ගොන් මීහරකා,offensive,මල්ලි පාස් කියලා කිව්වා විතරයි කන ගැලවිලා යන හූවක් තිබ්බා ගොන් මීහරකා
උඩින් ඉන්න පූස් පැටව් තමයි යටින් ගහන්නේ ඇටි හැලෙන්න... අනේ නිකන් පලයන් බන් යන්න.. එනවා මෙතන හොර සිල් ගන්න...,offensive,උඩින් ඉන්න පූස් පැටව් තමයි යටින් ගහන්නේ ඇටි හැලෙන්න... අනේ නිකන් පලයන් බන් යන්න.. එනවා මෙතන හොර සිල් ගන්න...
සප්නා කියන්නෙ මහා ගොන් කතාවක් ිරසට ගිනි තියමු,offensive,සප්නා කියන්නෙ මහා ගොන් කතාවක් ිරසට ගිනි තියමු
ඔයවගේ කාලකණ්නි තමා මහපොළයි ඔක්කොම ආණ්ඩුවෙන් අරන් රස්සාවත් ආණ්ඩුවෙන් දෙනකම් බලන් ඉන්නෙ පරහැත්ත. රැකියා විරහිත උපාධිධාරී සංගමේ කියලා සක්කිලි සංගමයක් තියෙන්නේ ඒකෙ ඉන්නෙ ඔහොම උන් තමා. රස්සා නෙමෙයි දෙන්න ඕකුන්ව පිටුවහල් කරන්නෝනේ. හොඳ එකෙක්ටවත් තැනක් නෑ ඕකුන් හින්දා,offensive,ඔයවගේ කාලකණ්නි තමා මහපොළයි ඔක්කොම ආණ්ඩුවෙන් අරන් රස්සාවත් ආණ්ඩුවෙන් දෙනකම් බලන් ඉන්නෙ පරහැත්ත. රැකියා විරහිත උපාධිධාරී සංගමේ කියලා සක්කිලි සංගමයක් තියෙන්නේ ඒකෙ ඉන්නෙ ඔහොම උන් තමා. රස්සා නෙමෙයි දෙන්න ඕකුන්ව පිටුවහල් කරන්නෝනේ. හොඳ එකෙක්ටවත් තැනක් නෑ ඕකුන් හින්දා
පාර්ලිමෙන්තුවේ ඉන්න 225 ටය් මේ කියන්න්නේ පොන්නයෝ නුඹලාට ලැජ්ජාවක් කියලා ඇකක් නැද්ද? මහ ජනතාව දෙංවත් තේරුම් ගන්න අය්යරිසි මෝඩ සක්කිලි කාරයෝ පත් කරොත් මේකය් වෙන්නේ — feeling disappointed,offensive,පාර්ලිමෙන්තුවේ ඉන්න 225 ටය් මේ කියන්න්නේ පොන්නයෝ නුඹලාට ලැජ්ජාවක් කියලා ඇකක් නැද්ද? මහ ජනතාව දෙංවත් තේරුම් ගන්න අය්යරිසි මෝඩ සක්කිලි කාරයෝ පත් කරොත් මේකය් වෙන්නේ — feeling disappointed
"• පිටරට කොල්ලෙක් අලුත් දෙයක් හොයාගත්තම, ඒ රටේ අය ඔහ්හ් හේ ඉස the good boy / Keep ඉට උප man / Respect • අපේ රටේ කොල්ලෙක් අලුත් දෙයක් හොයාගත්තම, අපේ රටේ අය උඹ ලෝඩ් පකීර්ද / පල හු#*>",offensive,"• පිටරට කොල්ලෙක් අලුත් දෙයක් හොයාගත්තම, ඒ රටේ අය ඔහ්හ් හේ ඉස the good boy / Keep ඉට උප man / Respect • අපේ රටේ කොල්ලෙක් අලුත් දෙයක් හොයාගත්තම, අපේ රටේ අය උඹ ලෝඩ් පකීර්ද / පල හු#*>"
අනේ පලයන් සීයේ යන්න,offensive,අනේ පලයන් සීයේ යන්න
ඉස්සොකේ බෙබී දැන් පලයන් ඉස්කෝලේ ප්,offensive,ඉස්සොකේ බෙබී දැන් පලයන් ඉස්කෝලේ ප්
එම්බල පොඩි ළමයෝ තොට මොකටද ඒක නීල් අම්ස්ට්‍රොන් · 31 Mar 2021 ලස්සන සමනළයො කෙහෙන්ද මේ පාට,offensive,එම්බල පොඩි ළමයෝ තොට මොකටද ඒක නීල් අම්ස්ට්‍රොන් · 31 Mar 2021 ලස්සන සමනළයො කෙහෙන්ද මේ පාට
මෙහෙ සමහර ලංකාවෙ උන් ඉන්නව. හන්ද්ෆ්රී එකේ මික් එක කටේ ඔබාගෙන කතා කරන්නේ... ඊයා අප්පිරියාවෙ බැ. ගොං හැත්ත,offensive,මෙහෙ සමහර ලංකාවෙ උන් ඉන්නව. හන්ද්ෆ්රී එකේ මික් එක කටේ ඔබාගෙන කතා කරන්නේ... ඊයා අප්පිරියාවෙ බැ. ගොං හැත්ත
ඔව් ෆ්‍රෙන්ස්! අන්තිමට මගේ තුන්මාසේ දානේ මම පනපිටින් ඉන්නකොටම දීලා ඒකි ගියා මල් සාලාවේ එකා එක්ක! ඉසිර · 4 සේප 2019 මැරෙන්න ඕන කියලා ආතල් එකට කිව්වම ඒකට මොනවද කියන්නේ ? මට ඔයාව නැතුව ඉන්න බෑ ? අසුභ කතා කියන්න එපා කියපු කෙල්ලෙක් ඔබටත් ඉදලා තියනවද ? බෝම්බයක් කාලා මැරෙන්න හිතෙනවා මතක් වෙනකොට,offensive,ඔව් ෆ්‍රෙන්ස්! අන්තිමට මගේ තුන්මාසේ දානේ මම පනපිටින් ඉන්නකොටම දීලා ඒකි ගියා මල් සාලාවේ එකා එක්ක! ඉසිර · 4 සේප 2019 මැරෙන්න ඕන කියලා ආතල් එකට කිව්වම ඒකට මොනවද කියන්නේ ? මට ඔයාව නැතුව ඉන්න බෑ ? අසුභ කතා කියන්න එපා කියපු කෙල්ලෙක් ඔබටත් ඉදලා තියනවද ? බෝම්බයක් කාලා මැරෙන්න හිතෙනවා මතක් වෙනකොට
මහජන මුදල් ඉවක්බවක් නැතිව විසිකරන්නේ හරියට අම්ම අප්පා දුන්න ඒවා වගේ. චන්ද හොරකමේ යන්න පොදුමුදල් පරිහරණය හරිද? එකක් සුවර්. දකුණේ චන්දනම් එකක්වත් වැටෙන්නේ නැහැ ඔහෙලට.,offensive,මහජන මුදල් ඉවක්බවක් නැතිව විසිකරන්නේ හරියට අම්ම අප්පා දුන්න ඒවා වගේ. චන්ද හොරකමේ යන්න පොදුමුදල් පරිහරණය හරිද? එකක් සුවර්. දකුණේ චන්දනම් එකක්වත් වැටෙන්නේ නැහැ ඔහෙලට.
සමහර එවුන් Photo effect වලට පින්සිද්ද වෙන්න සුදුයි සෝෂල් මීඩියා වල. ඉතිං මේ ගැන හරි හැටි නොදන්නා පිරිමියෙක් පාටට රැවටිලා උඹෙන් යාළු වෙන්න කැමතිද ආපුහම කොන්දක් තියනවා නම් කෙලින් උත්තර දියන්. සස් දාගෙන හෙන කෑල්ල වෙන්න හදන්නේ නැතුව. මොකෙක් හරි වැරදි දෙයක් විතරක් ඇහුවොත් සස් එකක් දාපං.,offensive,සමහර එවුන් Photo effect වලට පින්සිද්ද වෙන්න සුදුයි සෝෂල් මීඩියා වල. ඉතිං මේ ගැන හරි හැටි නොදන්නා පිරිමියෙක් පාටට රැවටිලා උඹෙන් යාළු වෙන්න කැමතිද ආපුහම කොන්දක් තියනවා නම් කෙලින් උත්තර දියන්. සස් දාගෙන හෙන කෑල්ල වෙන්න හදන්නේ නැතුව. මොකෙක් හරි වැරදි දෙයක් විතරක් ඇහුවොත් සස් එකක් දාපං.
"යකෝ, බොලාලෑ පැත්තෙ පොල්ගස්වලට පෝරට දාන්නෙ වෙඩි බේත් ද ?",offensive,"යකෝ, බොලාලෑ පැත්තෙ පොල්ගස්වලට පෝරට දාන්නෙ වෙඩි බේත් ද ?"
"ඇමරිකාව ගියා, තලේබාන් එවුන් නිකන් ආතල් එකේ පොඩි පෙරහැරක් යනවා වගේ ඇෆ්ගනිස්තානේ අල්ලන්නේ. හරියට අවබෝධතා ගිවිසුමක් හරහා කෙරෙන දෙයක් වගේ. ඒවගේම මතක් කරන්න ඕන තලිබාන් කියන කාලකන්නි සක්කිලි බල්ලිගේපුතල ඇෆ්ගනිස්තානේ තිබුණු බාමියන් බුද්ධ ප්‍රතිමා ඇතුළු සියලු බෞධ්ධ සිද්දස්ථාන විනාස කලා.",offensive,"ඇමරිකාව ගියා, තලේබාන් එවුන් නිකන් ආතල් එකේ පොඩි පෙරහැරක් යනවා වගේ ඇෆ්ගනිස්තානේ අල්ලන්නේ. හරියට අවබෝධතා ගිවිසුමක් හරහා කෙරෙන දෙයක් වගේ. ඒවගේම මතක් කරන්න ඕන තලිබාන් කියන කාලකන්නි සක්කිලි බල්ලිගේපුතල ඇෆ්ගනිස්තානේ තිබුණු බාමියන් බුද්ධ ප්‍රතිමා ඇතුළු සියලු බෞධ්ධ සිද්දස්ථාන විනාස කලා."
අර කැත නසරානි හිනාව තියන බල්ලා හරි නම් කීයක් හරි මට දෙන්න ඕනේ ලබ්බ.ඌව මේකේ මාකට් කරනවට,offensive,අර කැත නසරානි හිනාව තියන බල්ලා හරි නම් කීයක් හරි මට දෙන්න ඕනේ ලබ්බ.ඌව මේකේ මාකට් කරනවට
ඔක්කොම ඉවසුවෑකි පත්තිනි ටෝක්ස් තමා ඉවසන්න බැරි හුත්ත,offensive,ඔක්කොම ඉවසුවෑකි පත්තිනි ටෝක්ස් තමා ඉවසන්න බැරි හුත්ත
මං හිතුව තෝ ඕක කරි කියල,offensive,මං හිතුව තෝ ඕක කරි කියල
වැටමාර පොලු වලට දානද යකෝ කොන්ඩම් ගෙනාවේ..,offensive,වැටමාර පොලු වලට දානද යකෝ කොන්ඩම් ගෙනාවේ..
සුදූ උඹ නේරංජනා ගානක් නෑ මන් කන්ථක,offensive,සුදූ උඹ නේරංජනා ගානක් නෑ මන් කන්ථක
උබෙ දෙවනි ශොට් එකනෙ ඌ.. දැන් පලයන් ගිහින් යස්සය එක්ක ලව් කරපන්,offensive,උබෙ දෙවනි ශොට් එකනෙ ඌ.. දැන් පලයන් ගිහින් යස්සය එක්ක ලව් කරපන්
ලජ්ජා නැතිව රෙදි ඇදගෙන ආපහු ලංකාවට ආවනේ අහිංසක මිනිසුන්ගේ බදු මුදලින් ජිවත් වෙන හැත්ත ලක ශ්‍රීලංකා,offensive,ලජ්ජා නැතිව රෙදි ඇදගෙන ආපහු ලංකාවට ආවනේ අහිංසක මිනිසුන්ගේ බදු මුදලින් ජිවත් වෙන හැත්ත ලක ශ්‍රීලංකා
"ඒකි සුද්දෙක්වද බැදල තියෙන්නෙ.. Nick ජෝන්ස් · 18 ඖග් 2018 Prayer, ඵමිල්ය්ලොවෙඩ් ඔනෙස් ඇස the foundation ටො this new chapter.",offensive,"ඒකි සුද්දෙක්වද බැදල තියෙන්නෙ.. Nick ජෝන්ස් · 18 ඖග් 2018 Prayer, ඵමිල්ය්ලොවෙඩ් ඔනෙස් ඇස the foundation ටො this new chapter."
"Gift එකක් දෙනවා නම් කෙල්ලට, බල්ලෙක්ට Dog Finder එකකුත් දාල දීපන් වටේ ගියත් හොයා ගන්න පුලුවන් බල්ලා නෙමෙයි කෙල්ලව සමහන් ප්රොදුක්තිඔන්ස",offensive,"Gift එකක් දෙනවා නම් කෙල්ලට, බල්ලෙක්ට Dog Finder එකකුත් දාල දීපන් වටේ ගියත් හොයා ගන්න පුලුවන් බල්ලා නෙමෙයි කෙල්ලව සමහන් ප්රොදුක්තිඔන්ස"
මෙයාගේ වඩේ ඉතින් හැමදාම මෙලෝ වැඩකට නැති ගොන්නු 225 එක්ක සාකච්ඡා කිරීම පමණ යි..රටේ සල්ලි නාස්තිය විතරයි ජනාධිපතිතුමා ආරක්ෂක අංශ එකතු කරගෙන විශාල යුද්ධයක රට බේරාගන්න.. මේ යකා පිස්සු නටනවා තාමත්,offensive,මෙයාගේ වඩේ ඉතින් හැමදාම මෙලෝ වැඩකට නැති ගොන්නු 225 එක්ක සාකච්ඡා කිරීම පමණ යි..රටේ සල්ලි නාස්තිය විතරයි ජනාධිපතිතුමා ආරක්ෂක අංශ එකතු කරගෙන විශාල යුද්ධයක රට බේරාගන්න.. මේ යකා පිස්සු නටනවා තාමත්
ලබ්බ උබෙ ඇඟේ සයිස් එකටනෙ ඇත්තෙ,offensive,ලබ්බ උබෙ ඇඟේ සයිස් එකටනෙ ඇත්තෙ
ඒ කාලේ ඉඳලා රාජපක්ෂ ලා බලයේ ඉන්නවා නම් ගෑස් 2000 පනිනවා... මයි මන් දන්නේ නෑ ගොන් මිනිස්සු මොන රෙද්දට මුන්ට බලය දෙනවද කියලා ජනාධිපති අගමැති මුදල්ඇමති 3ම රාජපක්ෂ ! මිනිස්සුන්ට ලෙවකන්න වෙන්නේ ජිවත් වෙන්න කියාපු රටවල් මේ ... රාජපක්ෂ ලට,offensive,ඒ කාලේ ඉඳලා රාජපක්ෂ ලා බලයේ ඉන්නවා නම් ගෑස් 2000 පනිනවා... මයි මන් දන්නේ නෑ ගොන් මිනිස්සු මොන රෙද්දට මුන්ට බලය දෙනවද කියලා ජනාධිපති අගමැති මුදල්ඇමති 3ම රාජපක්ෂ ! මිනිස්සුන්ට ලෙවකන්න වෙන්නේ ජිවත් වෙන්න කියාපු රටවල් මේ ... රාජපක්ෂ ලට
හිමා අන්කල්. ඔයා දැක පුක ල්,offensive,හිමා අන්කල්. ඔයා දැක පුක ල්
මේ යකා බයික් එක නතර කරනවා ට්වීට් කරනවා පිස්සු යකෙක් හිෆි සුප්පා · 21 ඔච්ට් 2020 අරුට තැන හොයාගන්න කියාපල්ලා අපි ගියා එහෙනම් සාන්ත,offensive,මේ යකා බයික් එක නතර කරනවා ට්වීට් කරනවා පිස්සු යකෙක් හිෆි සුප්පා · 21 ඔච්ට් 2020 අරුට තැන හොයාගන්න කියාපල්ලා අපි ගියා එහෙනම් සාන්ත
සුකියෑ පස්ස අල්ලන් ඇයි Amy · 25 ඔච්ට් 2018 මගේනේ,offensive,සුකියෑ පස්ස අල්ලන් ඇයි Amy · 25 ඔච්ට් 2018 මගේනේ
යකඩ පස්ස හොදයි නොදන්නා පස්සක් එක්ක ලගිනවාට වඩා බන්...,offensive,යකඩ පස්ස හොදයි නොදන්නා පස්සක් එක්ක ලගිනවාට වඩා බන්...
මනුස්ස හෑගීම් තියෙන උන් ඒ ගැහැනියගේ වේදනාව නොතේරීම අපේ මිනිස්සුන්ගේ තියෙන තිරිසන් කම ප්‍රදර්ශනය කිරීම.ඒ ගෑනිටම වෙන එකෙක්ගෙන් ලමයෙක් ලැබුනොත් ඒකි වේසි වෙලා බල්ලො රැල වගේ පාඩුවෙ ඉන්න දෙන්නෑ.වැරදි වැඩ කරන එකාමයි සමාජය ඉදිරියේ හරි කියල පෙන්නන් මේමිනිස්සු මේවට ඇදල දාන්නේ,offensive,මනුස්ස හෑගීම් තියෙන උන් ඒ ගැහැනියගේ වේදනාව නොතේරීම අපේ මිනිස්සුන්ගේ තියෙන තිරිසන් කම ප්‍රදර්ශනය කිරීම.ඒ ගෑනිටම වෙන එකෙක්ගෙන් ලමයෙක් ලැබුනොත් ඒකි වේසි වෙලා බල්ලො රැල වගේ පාඩුවෙ ඉන්න දෙන්නෑ.වැරදි වැඩ කරන එකාමයි සමාජය ඉදිරියේ හරි කියල පෙන්නන් මේමිනිස්සු මේවට ඇදල දාන්නේ
නාකි කස්ටෙක් මට බැන්නා ඊයේ මන් සැලුනේ නෑ මිත්‍රෝරුනි හුම් එච්චර වයසට ගිහිල්ලත් මෑන්ස්ගෙ මොලේ තියෙන්නේ කොහෙද කියලා මට තේරුනා. මන් හිතුවෙ කෑගහපු හැටියට නහරයක් පුපුරලා මැරෙයි කියලා මට ඒකයි දුක හිතුනෙ තවත්.,offensive,නාකි කස්ටෙක් මට බැන්නා ඊයේ මන් සැලුනේ නෑ මිත්‍රෝරුනි හුම් එච්චර වයසට ගිහිල්ලත් මෑන්ස්ගෙ මොලේ තියෙන්නේ කොහෙද කියලා මට තේරුනා. මන් හිතුවෙ කෑගහපු හැටියට නහරයක් පුපුරලා මැරෙයි කියලා මට ඒකයි දුක හිතුනෙ තවත්.
"Die-hard උන්ප් ඩයල් එකකට අම්ම බැනල ""උඹ ඉතින් තාත්තගෙම පුතානෙ"" කියල. තත්ත්වය සෝචනීයයි පිංවතුනි, මූ අම්මගෙනුත් සොඋර්චෙස් ඉල්ලලා....",offensive,"Die-hard උන්ප් ඩයල් එකකට අම්ම බැනල ""උඹ ඉතින් තාත්තගෙම පුතානෙ"" කියල. තත්ත්වය සෝචනීයයි පිංවතුනි, මූ අම්මගෙනුත් සොඋර්චෙස් ඉල්ලලා...."
